YEAR,1_SELF_EMPLOY,2_NUM_OF_EMPLOYEES,3_TECH_ORG,4_MH_BEN_PROVIDED,5_AWARE_OF_MH_BENEFITS,6_EMPLOY_FORMALLY_DISCUSS_MH,7_EMPLOY_OFFER_RESOURCES,8_ANONIMITY_PROTECT,9_COMFORT_DISCUSS_SUPERVISOR,10_EVER_DISUSS_MH_w_EMPLOY,11_IMPORTANCE_EMPLOY_PHYS_HEALTH,12_IMPORTANCE_EMPLOY_MENTAL_HEALTH,13_IF_DIAGNOSED_MH_REVEAL_COWORK_EMPLOYEES,14_IF_REVEAL_DISORDER_HOW_IMPACT_RELATIONSHIP,15_CURRENT_MH_DISORDER,16_DIAGNOSED_MH_DISORDER,17_DISORDER_INTERFERE_WITH_WORK_WHEN_TREATED,18_DISORDER_INTERFERE_WITH_WORK_WHEN_NOT_TREATED,19_TECH_SUPPORT_EMPLOYEE_w_MH_DISORDER,20_AGE,21_GENDER,22_COUNTRY,23_STATE,24_RACE,25_COUNTRY_2
2017,0,25-Jun,1,No,No,No,No,I don't know,No,0,6,5,,,No,,Not applicable to me,Not applicable to me,3,29,Female,Hungary,,,Hungary
2017,0,More than 1000,0,Yes,No,I don't know,I don't know,I don't know,Maybe,0,9,7,,,Possibly,,Not applicable to me,Sometimes,3,42,female,United States of America,Illinois,White,United States of America
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",Positively,Possibly,,Not applicable to me,Sometimes,3,35,Male,Australia,,,Australia
2017,0,100-500,1,I don't know,No,No,I don't know,I don't know,Maybe,0,9,5,,,Don't Know,,Not applicable to me,Not applicable to me,3,22,Male,United States of America,Arizona,White,United States of America
2017,0,500-1000,1,Yes,Yes,Yes,Yes,I don't know,Yes,0,10,10,,,Yes,Yes,Rarely,Often,3,39,Female,United States of America,Utah,White,United States of America
2017,0,25-Jun,1,Yes,No,No,No,I don't know,Yes,0,5,5,,,Possibly,,Sometimes,Often,2,29,femalw,Canada,,,Canada
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,5,20,Male,India,,,India
2017,0,5-Jan,0,Not eligible for coverage / NA,N/A,Yes,Yes,I don't know,Maybe,0,8,8,,,Yes,Yes,Often,Often,3,36,female,United Kingdom,,,United Kingdom
2017,0,100-500,1,I don't know,No,No,No,I don't know,No,1,4,4,,,Yes,Yes,Sometimes,Sometimes,1,30,femail,Croatia,,,Croatia
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,1,36,male,United States of America,Utah,White,United States of America
2017,0,25-Jun,1,No,N/A,No,No,I don't know,Yes,1,6,3,,,No,,Sometimes,Often,2,31,Male,South Africa,,,South Africa
2017,0,25-Jun,1,Yes,Yes,No,No,I don't know,Yes,0,2,2,,,Possibly,,Sometimes,Often,4,28,male,United States of America,California,White,United States of America
2017,0,26-100,0,Yes,Yes,No,Yes,I don't know,Yes,0,7,5,,,No,,Not applicable to me,Not applicable to me,4,28,Male (cis),United States of America,Pennsylvania,White,United States of America
2017,0,More than 1000,0,I don't know,Yes,No,I don't know,I don't know,No,0,8,1,,,Yes,Yes,Rarely,Often,1,25,Female,United States of America,New Jersey,,United States of America
2017,0,26-100,1,I don't know,No,No,No,I don't know,Yes,0,5,5,,,Possibly,,Rarely,Sometimes,3,30,male,Bulgaria,,,Bulgaria
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",I'm not sure,No,,Rarely,Sometimes,4,45,m,New Zealand,,,New Zealand
2017,0,100-500,1,I don't know,No,No,No,Yes,Yes,0,7,5,,,No,,Not applicable to me,Not applicable to me,3,31,Male,Italy,,,Italy
2017,0,100-500,1,No,No,No,No,Yes,No,0,7,0,,,No,,Not applicable to me,Not applicable to me,1,36,Male,Romania,,,Romania
2017,0,25-Jun,1,I don't know,No,No,No,Yes,Yes,1,7,7,,,No,,Not applicable to me,Not applicable to me,3,37,male,Argentina,,,Argentina
2017,0,26-100,1,Yes,Yes,No,I don't know,Yes,Yes,1,7,7,,,No,,Not applicable to me,Not applicable to me,3,37,Male,United States of America,Illinois,I prefer not to answer,United States of America
2017,1,,,,,,,,,,,,"No, because it would impact me negatively",No change,No,,Often,Often,2,28,male,Russia,,,Russia
2017,0,26-100,1,Not eligible for coverage / NA,Yes,No,No,Yes,Maybe,1,0,2,,,No,,Rarely,Rarely,1,37,male,Spain,,,Spain
2017,0,26-100,1,No,N/A,No,No,I don't know,No,0,3,3,,,Don't Know,,Not applicable to me,Not applicable to me,1,37,male,Bulgaria,,,Bulgaria
2017,1,,,,,,,,,,,,"No, because it would impact me negatively",Negatively,Yes,Yes,Sometimes,Often,1,64,m,Australia,,,Australia
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,2,34,female,Germany,,,Eritrea
2017,1,,,,,,,,,,,,"No, because it would impact me negatively",I'm not sure,Possibly,,Often,Often,3,34,Male,Greece,,,Greece
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,3,36,Male,Spain,,,Spain
2017,1,,,,,,,,,,,,"No, because it would impact me negatively",Not applicable to me,No,,Not applicable to me,Not applicable to me,2,26,m,Brazil,,,United States of America
2017,0,100-500,1,I don't know,No,No,No,I don't know,No,0,6,5,,,Don't Know,,Not applicable to me,Not applicable to me,2,33,male,Hungary,,,Austria
2017,0,500-1000,1,Yes,No,No,No,I don't know,No,0,7,4,,,No,,Not applicable to me,Never,5,47,f,United States of America,California,White,United States of America
2017,0,100-500,1,I don't know,No,Yes,Yes,I don't know,Maybe,0,7,9,,,Possibly,,Rarely,Sometimes,4,24,Female,United States of America,Illinois,White,United States of America
2017,0,100-500,1,Yes,Yes,No,I don't know,I don't know,Maybe,1,7,3,,,Yes,Yes,Often,Often,2,26,Male,United States of America,Minnesota,White,United States of America
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,Maybe,0,5,5,,,No,,Never,Never,2,37,Male,Australia,,,Australia
2017,0,More than 1000,1,Yes,Yes,Yes,No,No,No,1,7,4,,,Yes,Yes,Sometimes,Often,2,29,Male,United States of America,Massachusetts,White,United States of America
2017,0,26-100,1,I don't know,No,No,No,I don't know,Yes,1,8,5,,,Yes,Yes,Rarely,Often,1,33,Female,United States of America,Tennessee,White,United States of America
2017,0,More than 1000,1,Yes,No,Yes,Yes,I don't know,No,0,8,8,,,Yes,Yes,Rarely,Often,1,44,male,United States of America,Massachusetts,White,United States of America
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,I don't know,Yes,0,8,6,,,No,,Rarely,Sometimes,2,34,Female,United States of America,Minnesota,White,United States of America
2017,0,More than 1000,1,Yes,No,Yes,No,I don't know,No,0,6,4,,,Don't Know,,Not applicable to me,Not applicable to me,4,35,Male,United States of America,Alabama,White,United States of America
2017,0,100-500,1,Yes,Yes,No,I don't know,I don't know,Yes,1,7,7,,,Yes,Yes,Sometimes,Often,3,32,uhhhhhhhhh fem genderqueer?,United States of America,New York,Asian,United States of America
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",I'm not sure,Yes,Yes,Sometimes,Often,2,23,,Canada,,,Canada
2017,0,More than 1000,1,Yes,No,No,Yes,I don't know,Yes,1,3,2,,,No,,Not applicable to me,Not applicable to me,2,31,Male,United States of America,California,,United States of America
2017,0,100-500,1,Yes,Yes,No,No,Yes,Yes,0,6,6,,,Yes,Yes,Sometimes,Sometimes,2,30,M,United States of America,California,White,United States of America
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,5,42,male (hey this is the tech industry you're talking about),United Kingdom,,,United Kingdom
2017,0,More than 1000,1,I don't know,No,No,Yes,I don't know,No,0,8,3,,,Yes,Yes,Rarely,Sometimes,2,26,female (cis),United States of America,New York,White,United States of America
2017,0,100-500,0,Yes,Yes,No,No,I don't know,Maybe,0,3,1,,,No,,Rarely,Sometimes,3,29,Female,Germany,,,Germany
2017,0,More than 1000,0,Yes,Yes,No,Yes,I don't know,Maybe,0,7,5,,,Possibly,,Rarely,Sometimes,2,35,Male,United States of America,Alaska,White,United States of America
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,2,31,Male,Spain,,,Spain
2017,0,More than 1000,1,I don't know,No,I don't know,I don't know,I don't know,Maybe,0,8,3,,,No,,Not applicable to me,Not applicable to me,1,26,God King of the Valajar,United States of America,Minnesota,White,United States of America
2017,0,100-500,1,I don't know,No,No,I don't know,I don't know,Yes,0,6,6,,,Possibly,,Rarely,Rarely,3,30,Male,United States of America,California,White,United States of America
2017,0,500-1000,0,Yes,Yes,No,No,Yes,Yes,0,9,5,,,Don't Know,,Not applicable to me,Not applicable to me,3,39,M,United States of America,Michigan,White,United States of America
2017,0,26-100,1,No,N/A,No,I don't know,Yes,Yes,0,9,8,,,Don't Know,,Not applicable to me,Not applicable to me,4,29,Male,Spain,,,Spain
2017,0,26-100,1,No,N/A,No,No,I don't know,Yes,0,3,0,,,No,,Not applicable to me,Not applicable to me,2,27,Male,Spain,,,Spain
2017,0,26-100,1,No,N/A,No,No,I don't know,Maybe,0,0,5,,,Don't Know,,Not applicable to me,Not applicable to me,3,29,Male,Spain,,,Spain
2017,0,26-100,1,No,N/A,No,No,I don't know,Yes,0,4,4,,,No,,Rarely,Often,3,43,Male,Spain,,,Spain
2017,0,25-Jun,1,No,No,No,No,I don't know,Yes,0,6,5,,,Don't Know,,Not applicable to me,Not applicable to me,3,31,Male,Spain,,,Spain
2017,0,26-100,1,No,No,No,No,No,Yes,0,7,8,,,Don't Know,,Rarely,Often,3,27,Female,Spain,,,Spain
2017,0,26-100,1,Yes,No,No,Yes,I don't know,Yes,1,5,7,,,No,,Not applicable to me,Not applicable to me,2,36,Male,Greece,,,Netherlands
2017,0,500-1000,1,Yes,Yes,Yes,Yes,Yes,Yes,1,7,6,,,No,,Rarely,Sometimes,2,44,Female ,United States of America,Washington,White,United States of America
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,Yes,0,8,8,,,No,,Not applicable to me,Not applicable to me,2,44,Cis male,United States of America,California,White,United States of America
2017,0,More than 1000,1,Yes,Yes,No,Yes,Yes,Yes,1,10,10,,,Yes,Yes,Sometimes,Often,3,27,female,United States of America,Washington,More than one of the above,United States of America
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,Yes,1,8,7,,,Yes,Yes,Rarely,Often,3,42,Female,United States of America,California,White,United States of America
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,I don't know,Yes,1,7,7,,,Yes,Yes,Rarely,Rarely,4,28,male,United States of America,Washington,White,United States of America
2017,0,25-Jun,0,Yes,Yes,Yes,Yes,Yes,Maybe,0,8,7,,,Yes,Yes,Sometimes,Sometimes,2,43,Male,United States of America,New York,White,United States of America
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",Positively,Yes,Yes,Rarely,Often,3,28,Female,Canada,,,Canada
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,No,No,1,9,5,,,Yes,Yes,Rarely,Sometimes,1,49,Female,United States of America,Washington,White,United States of America
2017,0,25-Jun,1,I don't know,No,No,No,I don't know,Maybe,0,5,5,,,Possibly,,Often,Often,2,32,Male,France,,,France
2017,0,100-500,1,I don't know,No,No,I don't know,I don't know,Maybe,0,2,2,,,Don't Know,,Not applicable to me,Not applicable to me,3,33,M,United States of America,California,I prefer not to answer,United States of America
2017,0,25-Jun,1,No,Yes,No,No,I don't know,No,0,7,4,,,Possibly,,Sometimes,Sometimes,2,45,Male,United States of America,Illinois,I prefer not to answer,United States of America
2017,0,26-100,1,I don't know,No,No,I don't know,I don't know,No,0,7,5,,,Yes,Yes,Sometimes,Often,2,25,Female,United States of America,Indiana,More than one of the above,United States of America
2017,0,26-100,1,Yes,Yes,No,I don't know,I don't know,Maybe,0,4,2,,,Yes,Yes,Often,Often,1,42,Male,United States of America,Massachusetts,White,United States of America
2017,0,25-Jun,1,Yes,No,No,No,I don't know,No,0,1,0,,,Don't Know,,Not applicable to me,Not applicable to me,3,25,Male,United States of America,Ohio,White,United States of America
2017,0,100-500,1,Yes,No,No,I don't know,I don't know,Maybe,1,6,2,,,Possibly,,Sometimes,Sometimes,2,25,Female,United States of America,Ohio,White,United States of America
2017,0,500-1000,1,Yes,Yes,Yes,Yes,I don't know,Maybe,0,7,5,,,No,,Not applicable to me,Not applicable to me,4,31,Female,Ireland,,,United States of America
2017,0,26-100,0,Yes,Yes,Yes,No,I don't know,No,0,8,6,,,No,,Not applicable to me,Not applicable to me,3,22,Female,United States of America,New Jersey,Asian,United States of America
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",Positively,Yes,Yes,Sometimes,Often,4,33,f,United States of America,New Mexico,White,United States of America
2017,0,More than 1000,1,No,No,No,No,No,Yes,0,5,5,,,Yes,No,Sometimes,Sometimes,3,40,Male,India,,,India
2017,0,26-100,1,I don't know,No,No,No,I don't know,Maybe,0,10,8,,,Possibly,,Rarely,Sometimes,2,28,Male,United States of America,Tennessee,White,United States of America
2017,0,100-500,1,I don't know,No,No,I don't know,I don't know,Yes,0,2,2,,,Possibly,,Not applicable to me,Not applicable to me,4,37,Male,United States of America,Minnesota,White,United States of America
2017,0,More than 1000,1,Yes,No,No,No,I don't know,No,0,9,1,,,Yes,Yes,Often,Often,1,35,Male,Canada,,,Canada
2017,1,,,,,,,,,,,,"No, because it would impact me negatively",Negatively,Yes,Yes,Sometimes,Often,1,47,Male,United States of America,Ohio,White,United States of America
2017,0,26-100,1,I don't know,No,No,No,I don't know,Maybe,0,7,4,,,Possibly,,Not applicable to me,Sometimes,3,20,Male,United Kingdom,,,United Kingdom
2017,0,More than 1000,1,Yes,No,No,No,No,No,0,10,7,,,No,,Sometimes,Often,4,27,Female,Spain,,,Spain
2017,0,100-500,0,Yes,Yes,Yes,Yes,Yes,No,1,9,5,,,No,,Rarely,Rarely,3,62,Female,United States of America,Missouri,White,United States of America
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,1,42,male,United States of America,New Jersey,White,United States of America
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",Positively,Yes,Yes,Sometimes,Often,3,35,Male,United States of America,Georgia,White,United States of America
2017,0,26-100,1,I don't know,No,No,I don't know,I don't know,Maybe,1,8,3,,,Possibly,,Not applicable to me,Sometimes,3,29,Male,Germany,,,Germany
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,No,0,7,7,,,Yes,Yes,Sometimes,Often,3,37,Male,United Kingdom,,,United Kingdom
2017,0,More than 1000,1,Yes,No,No,I don't know,I don't know,Maybe,1,5,3,,,Yes,Yes,Sometimes,Often,3,51,Male,United States of America,Ohio,White,United States of America
2017,0,More than 1000,0,Yes,Yes,Yes,Yes,Yes,Yes,0,8,8,,,No,,Not applicable to me,Not applicable to me,2,60,Male,United States of America,Massachusetts,White,United States of America
2017,1,,,,,,,,,,,,"No, because it would impact me negatively",Positively,Yes,Yes,Rarely,Sometimes,2,30,F,United States of America,Illinois,White,United States of America
2017,0,100-500,1,Yes,No,No,I don't know,Yes,Maybe,0,10,7,,,Yes,Yes,Sometimes,Often,3,36,f,United States of America,Michigan,White,United States of America
2017,0,26-100,1,I don't know,No,I don't know,I don't know,I don't know,Yes,1,7,7,,,Don't Know,,Not applicable to me,Not applicable to me,2,38,m,United States of America,Nebraska,White,United States of America
2017,0,100-500,1,I don't know,No,Yes,Yes,I don't know,Yes,0,8,8,,,Possibly,,Sometimes,Sometimes,3,30,Woman,Mexico,,,Mexico
2017,0,100-500,1,I don't know,No,Yes,Yes,I don't know,Yes,1,5,5,,,Yes,Yes,Often,Often,3,35,Male,United Kingdom,,,United Kingdom
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",No change,No,,Rarely,Often,3,50,female,United Kingdom,,,United Kingdom
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,Yes,1,9,10,,,No,,Rarely,Sometimes,3,41,Male,United Kingdom,,,United Kingdom
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,Yes,Yes,Sometimes,Often,2,58,female,United States of America,Texas,White,United States of America
2017,0,5-Jan,0,I don't know,No,No,No,I don't know,Maybe,0,8,7,,,Yes,Yes,Not applicable to me,Sometimes,2,27,Male,United States of America,Texas,White,United States of America
2017,0,100-500,0,No,No,No,No,Yes,Yes,0,5,6,,,No,,Never,Never,1,53,man,Switzerland,,,Swaziland
2017,0,25-Jun,0,Yes,No,No,No,I don't know,No,0,3,2,,,Possibly,,Rarely,Sometimes,3,42,Female,United States of America,North Dakota,White,United States of America
2017,0,26-100,0,No,Yes,No,No,I don't know,Yes,0,3,3,,,No,,Rarely,Sometimes,3,33,male,Germany,,,Germany
2017,0,100-500,1,Yes,Yes,No,Yes,Yes,No,1,6,5,,,Yes,Yes,Rarely,Often,3,25,Nonbinary,United States of America,Michigan,White,United States of America
2017,0,25-Jun,1,I don't know,No,No,I don't know,Yes,Yes,1,6,5,,,No,,Never,Rarely,3,40,Male,United States of America,Tennessee,White,United States of America
2017,0,25-Jun,0,Yes,Yes,No,Yes,Yes,Yes,0,10,5,,,Yes,Yes,Sometimes,Often,3,25,My sex is female.,United States of America,Indiana,More than one of the above,United States of America
2017,0,100-500,1,I don't know,No,No,No,I don't know,No,0,6,3,,,No,,Not applicable to me,Not applicable to me,3,49,female,United States of America,Michigan,White,United States of America
2017,0,25-Jun,1,No,N/A,No,No,No,No,0,3,0,,,Yes,Yes,Sometimes,Often,1,44,Female,United States of America,Ohio,White,United States of America
2017,0,100-500,1,I don't know,No,No,No,I don't know,No,0,6,6,,,Yes,Yes,Sometimes,Sometimes,3,30,Male,United States of America,Ohio,White,United States of America
2017,0,100-500,1,Yes,No,I don't know,I don't know,I don't know,Maybe,0,5,6,,,Possibly,,Not applicable to me,Often,2,28,Male,United States of America,Illinois,White,United States of America
2017,0,100-500,1,Yes,Yes,I don't know,I don't know,I don't know,Maybe,0,7,5,,,Possibly,,Rarely,Often,3,26,M,United States of America,Ohio,White,United States of America
2017,0,26-100,1,Yes,No,Yes,Yes,Yes,Yes,1,7,7,,,Yes,Yes,Sometimes,Sometimes,2,31,Male,United States of America,Illinois,,United States of America
2017,0,25-Jun,1,Yes,No,No,No,No,Yes,1,4,6,,,Yes,Yes,Sometimes,Often,1,32,Male,United States of America,Ohio,White,United States of America
2017,0,100-500,1,I don't know,No,I don't know,I don't know,I don't know,Maybe,0,5,5,,,Don't Know,,Not applicable to me,Not applicable to me,4,24,Male,United States of America,Iowa,White,United States of America
2017,0,100-500,1,I don't know,No,No,I don't know,I don't know,Yes,1,5,5,,,Possibly,,Not applicable to me,Not applicable to me,2,34,male,United States of America,Iowa,White,United States of America
2017,0,100-500,1,Yes,Yes,No,I don't know,Yes,Yes,1,7,4,,,Yes,Yes,Sometimes,Often,3,31,female,United States of America,Iowa,White,United States of America
2017,0,100-500,1,Yes,Yes,Yes,Yes,I don't know,Yes,1,9,5,,,No,,Not applicable to me,Not applicable to me,3,47,Male,United States of America,Michigan,White,United States of America
2017,0,100-500,1,Yes,No,No,I don't know,Yes,Maybe,0,8,6,,,No,,Not applicable to me,Not applicable to me,2,59,male,United States of America,Georgia,White,United States of America
2017,0,100-500,1,I don't know,No,I don't know,No,I don't know,Yes,1,6,5,,,Yes,Yes,Rarely,Often,1,44,male,United States of America,Ohio,White,United States of America
2017,0,100-500,1,No,No,No,No,I don't know,No,0,3,2,,,No,,Not applicable to me,Not applicable to me,3,26,Male,United States of America,Ohio,White,United States of America
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",No change,Yes,Yes,Often,Often,3,43,Male,United States of America,Maryland,White,United States of America
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,Don't Know,,Not applicable to me,Not applicable to me,2,39,Male,United Kingdom,,,United Kingdom
2017,0,5-Jan,1,I don't know,No,Yes,No,Yes,Yes,1,5,8,,,Possibly,,Sometimes,Often,3,43,M,United States of America,Ohio,White,United States of America
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",Negatively,Yes,Yes,Sometimes,Often,2,40,Male,United Kingdom,,,United Kingdom
2017,0,5-Jan,1,I don't know,No,No,No,No,No,1,5,3,,,Possibly,,Not applicable to me,Often,2,22,male,Germany,,,Germany
2017,0,25-Jun,1,Not eligible for coverage / NA,N/A,No,No,No,Yes,1,7,7,,,Yes,Yes,Rarely,Rarely,3,24,m,Netherlands,,,Netherlands
2017,0,500-1000,1,I don't know,No,No,I don't know,I don't know,No,0,8,5,,,Yes,Yes,Sometimes,Often,3,35,male,United States of America,Ohio,White,United States of America
2017,0,26-100,1,I don't know,No,No,No,No,Yes,0,8,5,,,No,,Not applicable to me,Not applicable to me,3,40,Male,United States of America,Indiana,White,United States of America
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",I'm not sure,Possibly,,Rarely,Often,2,26,Male,Canada,,,Canada
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",No change,Yes,Yes,Rarely,Often,3,23,Male,Brazil,,,Brazil
2017,0,100-500,0,I don't know,No,No,No,Yes,Yes,0,5,4,,,No,,Rarely,Sometimes,2,30,Male,United States of America,Illinois,White,United States of America
2017,0,500-1000,0,Yes,Yes,I don't know,I don't know,Yes,Maybe,0,9,5,,,Don't Know,,Not applicable to me,Not applicable to me,3,37,Male,United States of America,Illinois,White,United States of America
